Year,County,Violent_sum,Property_sum
2001,Riverside County,10,172
2001,Riverside County,50,563
2001,Riverside County,176,2143
2001,Riverside County,6,72
2001,Riverside County,0,25
2001,Riverside County,272,1738
2001,Riverside County,240,1081
2001,Riverside County,97,1334
2001,Riverside County,1201,5387
2001,Riverside County,240,1870
2001,Riverside County,28,154
2001,Riverside County,33,206
2001,Riverside County,87,1042
2001,Riverside County,6,193
2001,Riverside County,6,389
2001,Riverside County,4,259
1994,Sacramento County,5,110
1995,Sacramento County,3,60
1996,Sacramento County,4,90
1997,Sacramento County,1,72
1998,Sacramento County,4,48
1999,Sacramento County,0,27
2000,Sacramento County,2,45
2001,Sacramento County,13,78
2002,Sacramento County,8,100
2003,Sacramento County,2,158
2004,Sacramento County,6,120
2005,Sacramento County,2,109
2006,Sacramento County,5,117
2007,Sacramento County,5,106
2001,San Benito County,39,254
2001,San Benito County,208,959
2001,San Benito County,0,0
2001,San Benito County,1,0
2001,San Benito County,0,31
2001,San Bernardino County,1141,6786
2001,San Bernardino County,161,982
2001,San Bernardino County,302,2139
2001,San Bernardino County,218,1992
2001,San Bernardino County,910,3059
2001,San Bernardino County,249,1805
2001,San Bernardino County,25,158
2001,San Bernardino County,1189,7357
2001,San Bernardino County,404,2161
2001,San Bernardino County,763,2871
2001,San Bernardino County,2397,10406
2001,San Bernardino County,352,2597
2001,San Bernardino County,323,2880
2001,San Bernardino County,122,342
2001,San Bernardino County,6,160
2001,San Bernardino County,297,3508
2001,San Bernardino County,67,404
2001,San Bernardino County,26,295
2001,San Bernardino County,60,711
2001,San Bernardino County,138,365
2001,San Bernardino County,197,1426
2001,San Bernardino County,64,520
2001,San Bernardino County,200,1739
2001,San Bernardino County,166,1761
2001,San Bernardino County,71,708
2001,San Bernardino County,0,71
2001,San Bernardino County,87,1146
2001,San Bernardino County,67,521
2001,San Bernardino County,37,248
2001,San Bernardino County,8,311
2001,San Bernardino County,1,72
2001,San Diego County,1505,7580
2001,San Diego County,197,1864
2001,San Diego County,929,6715
2001,San Diego County,29,388
2001,San Diego County,36,225
2001,San Diego County,621,3550
2001,San Diego County,576,4618
2001,San Diego County,166,823
2001,San Diego County,204,2019
2001,San Diego County,477,2155
2001,San Diego County,1070,4817
2001,San Diego County,7405,43039
2001,San Diego County,238,1287
2001,San Diego County,419,2133
2001,San Diego County,29,690
2001,San Diego County,20,328
2001,San Diego County,0,13
2001,San Diego County,0,1
2001,San Diego County,5,61
2001,San Diego County,0,19
2001,San Diego County,7,442
2001,San Diego County,6,164
2001,San Diego County,130,757
2001,San Diego County,226,1233
2001,San Diego County,106,921
2001,San Diego County,155,1321
2001,San Diego County,34,303
2001,San Francisco County,4528,24770
2001,San Francisco County,11,305
2001,San Francisco County,27,230
2001,San Francisco County,1,9
2001,San Francisco County,0,0
2001,San Francisco County,3,408
2001,San Francisco County,3,141
2001,San Joaquin County,842,4055
2001,San Joaquin County,22,201
2001,San Joaquin County,507,2589
2001,San Joaquin County,195,2146
2001,San Joaquin County,28,367
2001,San Joaquin County,3296,16432
2001,San Joaquin County,130,2084
2001,San Joaquin County,138,353
2001,San Joaquin County,12,383
2001,San Joaquin County,3,14
2001,San Joaquin County,1,764
2001,San Luis Obispo County,228,1305
2001,San Luis Obispo County,25,326
2001,San Luis Obispo County,46,295
2001,San Luis Obispo County,46,202
2001,San Luis Obispo County,71,752
2001,San Luis Obispo County,31,325
2001,San Luis Obispo County,169,1861
2001,San Luis Obispo County,3,194
2001,San Luis Obispo County,96,690
2001,San Luis Obispo County,0,4
2001,San Luis Obispo County,12,45
2001,San Luis Obispo County,1,16
1997,Los Angeles County,1,2
2001,San Luis Obispo County,2,19
2001,San Luis Obispo County,0,66
2001,San Luis Obispo County,3,142
2001,San Mateo County,81,2047
2001,San Mateo County,14,150
2001,San Mateo County,68,449
2001,San Mateo County,7,89
2001,San Mateo County,76,904
2001,San Mateo County,16,356
2001,San Mateo County,351,1949
2001,San Mateo County,20,179
2001,San Mateo County,11,66
2001,San Mateo County,86,798
2001,San Mateo County,41,328
2001,San Mateo County,95,667
2001,San Mateo County,285,1921
2001,San Mateo County,101,947
2001,San Mateo County,33,528
2001,San Mateo County,412,2410
2001,San Mateo County,156,1570
2001,San Mateo County,4,51
2001,San Mateo County,32,406
2001,San Mateo County,5,141
2001,San Mateo County,0,0
2001,San Mateo County,0,21
2001,San Mateo County,311,933
2001,San Mateo County,0,20
2001,Santa Barbara County,293,1792
2001,Santa Barbara County,27,122
2001,Santa Barbara County,161,1423
2001,Santa Barbara County,539,2407
2001,Santa Barbara County,330,2321
2001,Santa Barbara County,22,195
2001,Santa Barbara County,2,1
2001,Santa Barbara County,11,95
2001,Santa Barbara County,0,34
2001,Santa Barbara County,7,68
2001,Santa Barbara County,6,401
2001,Santa Barbara County,0,59
2001,Santa Clara County,336,2127
2001,Santa Clara County,96,1090
2001,Santa Clara County,71,1248
2001,Santa Clara County,308,1404
2001,Santa Clara County,29,294
2001,Santa Clara County,3,75
2001,Santa Clara County,51,559
2001,Santa Clara County,213,1941
2001,Santa Clara County,1,19
2001,Santa Clara County,76,801
2001,Santa Clara County,402,2036
2001,Santa Clara County,82,1798
2001,Santa Clara County,5564,19599
2001,Santa Clara County,282,3068
2001,Santa Clara County,29,312
2001,Santa Clara County,180,2518
2001,Santa Clara County,20,329
2001,Santa Clara County,2,88
2001,Santa Clara County,1,157
1998,Los Angeles County,0,0
2001,Santa Clara County,3,70
2001,Santa Clara County,1,8
2001,Santa Clara County,53,151
2001,Santa Clara County,17,70
2001,Santa Cruz County,243,2276
2001,Santa Cruz County,60,822
2001,Santa Cruz County,537,3009
2001,Santa Cruz County,309,1941
2001,Santa Cruz County,38,367
2001,Santa Cruz County,0,0
2001,Santa Cruz County,6,46
2001,Santa Cruz County,8,195
2001,Santa Cruz County,2,254
2001,Shasta County,371,1314
2001,Shasta County,50,443
2001,Shasta County,395,2851
2001,Shasta County,0,9
2001,Shasta County,1,141
2001,Sierra County,5,62
2001,Sierra County,0,0
2001,Sierra County,0,5
2001,Siskiyou County,22,278
2001,Siskiyou County,1,32
2001,Siskiyou County,1,51
2001,Siskiyou County,1,10
2001,Siskiyou County,1,25
2001,Siskiyou County,7,30
2001,Siskiyou County,7,66
2001,Siskiyou County,0,23
2001,Siskiyou County,38,111
2001,Siskiyou County,29,230
2001,Siskiyou County,4,24
2001,Siskiyou County,0,2
2001,Siskiyou County,1,20
2001,Solano County,99,427
2001,Solano County,38,501
2001,Solano County,115,482
2001,Solano County,508,4086
2001,Solano County,18,214
2001,Solano County,64,664
2001,Solano County,275,2067
2001,Solano County,1159,6090
2001,Solano County,3,53
2001,Solano County,0,48
2001,Sonoma County,424,2599
2001,Sonoma County,20,211
2001,Sonoma County,22,253
2001,Sonoma County,38,320
2001,Sonoma County,86,1683
2001,Sonoma County,507,5347
2001,Sonoma County,14,209
2001,Sonoma County,9,311
2001,Sonoma County,91,1715
2001,Sonoma County,3,108
2001,Sonoma County,0,0
2001,Sonoma County,1,35
2001,Sonoma County,1,77
2001,Sonoma County,2,37
2001,Sonoma County,2,114
2001,Sonoma County,73,438
2001,Sonoma County,0,327
2001,Stanislaus County,1069,3392
2001,Stanislaus County,209,2243
2001,Stanislaus County,1161,10815
2001,Stanislaus County,30,138
2001,Stanislaus County,70,981
2001,Stanislaus County,18,318
2001,Stanislaus County,40,484
2001,Stanislaus County,324,3064
2001,Stanislaus County,25,216
2001,Stanislaus County,3,115
2001,Stanislaus County,2,86
2001,Stanislaus County,0,4
2001,Stanislaus County,0,165
2001,Sutter County,138,772
2001,Sutter County,183,1809
2001,Sutter County,1,1
2001,Sutter County,0,51
2001,Tehama County,92,569
2001,Tehama County,55,414
2001,Tehama County,127,634
2001,Tehama County,0,0
2001,Tehama County,0,62
2001,Trinity County,25,259
2001,Trinity County,0,0
2001,Trinity County,0,14
2001,Tulare County,417,2685
2001,Tulare County,164,987
2001,Tulare County,59,327
2001,Tulare County,97,431
2001,Tulare County,65,430
2001,Tulare County,180,1828
2001,Tulare County,434,2581
2001,Tulare County,817,4862
2001,Tulare County,47,191
2001,Tulare County,0,2
2001,Tulare County,1,106
2001,Tulare County,0,801
2001,Tuolumne County,145,701
2001,Tuolumne County,27,443
2001,Tuolumne County,0,162
2001,Ventura County,191,1147
2001,Ventura County,102,1102
2001,Ventura County,37,226
2001,Ventura County,20,156
2001,Ventura County,812,4438
2001,Ventura County,70,418
2001,Ventura County,125,709
2001,Ventura County,174,1714
2001,Ventura County,281,3076
2001,Ventura County,153,1593
2001,Ventura County,1,33
2001,Ventura County,35,274
2001,Ventura County,6,100
2001,Ventura County,0,0
2001,Ventura County,0,0
2001,Ventura County,1,11
2001,Ventura County,0,20
2001,Yolo County,12,349
2001,Yolo County,116,2177
2001,Yolo County,4,194
2001,Yolo County,323,1111
2001,Yolo County,219,1335
2001,Yolo County,2,4
2001,Yolo County,4,655
2001,Yolo County,0,50
2001,Yuba County,246,1351
2001,Yuba County,84,770
2001,Yuba County,1,30
2001,Yuba County,4,2
2001,Yuba County,0,333
2002,Alameda County,547,3414
2002,Alameda County,299,2629
2002,Alameda County,48,783
2002,Alameda County,562,6499
2002,Alameda County,91,1076
2002,Alameda County,390,5314
2002,Alameda County,600,4908
2002,Alameda County,146,2061
2002,Alameda County,148,1867
2002,Alameda County,5661,24214
2002,Alameda County,10,214
2002,Alameda County,81,1714
2002,Alameda County,499,4107
2002,Alameda County,248,2318
2002,Alameda County,5,157
2002,Alameda County,3,117
2002,Alameda County,7,601
2002,Alameda County,87,1430
2002,Alameda County,0,11
2002,Alameda County,43,679
2002,Alameda County,0,44
2002,Alameda County,22,977
2002,Alameda County,0,205
2002,Alpine County,9,120
2002,Alpine County,0,2
2002,Amador County,74,524
2002,Amador County,16,66
2002,Amador County,40,189
2002,Amador County,16,102
2002,Amador County,0,0
2002,Amador County,0,60
2002,Butte County,68,581
2002,Butte County,6,59
2002,Butte County,270,2395
2002,Butte County,61,375
2002,Butte County,62,1171
2002,Butte County,68,937
2002,Butte County,1,4
2002,Butte County,3,66
2002,Butte County,3,243
2002,Butte County,0,669
2002,Calaveras County,182,725
2002,Calaveras County,18,133
2002,Calaveras County,0,0
2002,Calaveras County,0,10
2002,Calaveras County,1,174
2002,Colusa County,24,273
2002,Colusa County,11,165
2002,Colusa County,17,86
2002,Colusa County,0,0
2002,Colusa County,0,28
2002,Contra Costa County,469,3573
2002,Contra Costa County,684,2734
2002,Contra Costa County,82,964
2002,Contra Costa County,2,160
2002,Contra Costa County,428,5233
2002,Contra Costa County,132,1584
2002,Contra Costa County,45,575
2002,Contra Costa County,95,1045
2002,Contra Costa County,209,2713
2002,Contra Costa County,152,1950
2002,Contra Costa County,1198,6640
2002,Contra Costa County,288,1764
2002,Contra Costa County,135,2644
2002,Contra Costa County,3,161
2002,Contra Costa County,55,1266
2002,Contra Costa County,23,555
2002,Contra Costa County,24,232
2002,Contra Costa County,11,190
2002,Contra Costa County,38,928
1988,Los Angeles County,9,157
2002,Contra Costa County,15,632
2002,Contra Costa County,39,1088
2002,Contra Costa County,7,314
2002,Contra Costa County,16,4
2002,Contra Costa County,84,766
2002,Contra Costa County,13,1165
2002,Del Norte County,80,562
2002,Del Norte County,32,343
2002,Del Norte County,0,69
2002,El Dorado County,268,2060
2002,El Dorado County,46,319
2002,El Dorado County,210,521
2002,El Dorado County,0,0
2002,El Dorado County,0,318
2006,Fresno County,30,410
2007,Fresno County,28,351
2008,Fresno County,27,452
2009,Fresno County,31,523
2010,Fresno County,49,681
2011,Fresno County,60,548
2012,Fresno County,42,608
2013,Fresno County,45,436
2014,Fresno County,38,458
2015,Fresno County,33,394
1985,Fresno County,28,179
1986,Fresno County,32,192
1987,Fresno County,21,198
1988,Fresno County,31,204
1989,Fresno County,33,211
1990,Fresno County,52,215
1991,Fresno County,45,225
1992,Fresno County,48,203
1993,Fresno County,29,296
2002,Glenn County,23,191
2002,Glenn County,31,320
2002,Glenn County,20,258
2002,Glenn County,0,0
2002,Glenn County,0,14
2002,Humboldt County,184,1096
2002,Humboldt County,47,762
2002,Humboldt County,0,12
2002,Humboldt County,229,2094
2002,Humboldt County,0,22
2002,Humboldt County,19,246
2002,Humboldt County,3,60
2002,Humboldt County,14,98
2002,Humboldt County,6,173
2002,Humboldt County,0,0
2002,Humboldt County,2,64
2002,Humboldt County,0,236
2002,Imperial County,130,738
2002,Imperial County,138,919
2002,Imperial County,70,1040
2002,Imperial County,9,68
2002,Imperial County,321,1269
2002,Imperial County,4,108
2002,Imperial County,5,108
2002,Imperial County,3,22
2002,Imperial County,0,147
2002,Imperial County,0,144
2002,Inyo County,44,174
2002,Inyo County,36,151
2002,Inyo County,0,0
2002,Inyo County,1,18
2002,Kern County,1918,10358
2002,Kern County,78,437
2002,Kern County,1071,10775
2002,Kern County,83,2329
2002,Kern County,86,667
2002,Kern County,52,351
2002,Kern County,37,256
2002,Kern County,44,324
2002,Kern County,0,7
2002,Kern County,0,25
2002,Kern County,0,3
2002,Kern County,1,67
2002,Kern County,1,178
2002,Kings County,69,422
2002,Kings County,53,352
2002,Kings County,146,1552
2002,Kings County,81,764
2002,Kings County,0,0
2002,Kings County,25,57
2002,Kings County,34,156
2002,Kings County,0,189
2002,Lake County,183,892
2002,Lake County,18,145
2002,Lake County,69,845
2002,Lake County,0,115
2002,Lassen County,14,150
2002,Lassen County,66,341
2002,Lassen County,0,0
2002,Lassen County,0,26
2002,Los Angeles County,8504,19430
2002,Los Angeles County,228,2366
2002,Los Angeles County,150,1472
2002,Los Angeles County,127,456
2002,Los Angeles County,32,233
2002,Los Angeles County,183,1292
2002,Los Angeles County,300,1608
2002,Los Angeles County,245,629
2002,Los Angeles County,457,2497
2002,Los Angeles County,319,924
2002,Los Angeles County,3,231
2002,Los Angeles County,3,91
2002,Los Angeles County,20,627
2002,Los Angeles County,32,15
2002,Los Angeles County,1,159
1989,Los Angeles County,15,177
2002,Los Angeles County,18,167
2002,Los Angeles County,133,1200
2002,Los Angeles County,0,12
2002,Los Angeles County,273,2943
2002,Los Angeles County,87,988
2002,Los Angeles County,193,1096
2002,Los Angeles County,1810,2720
2002,Los Angeles County,198,2069
2002,Los Angeles County,204,467
2002,Los Angeles County,132,1316
2002,Los Angeles County,195,2235
1999,Los Angeles County,0,4
2002,Los Angeles County,35,321
2002,Los Angeles County,414,1664
2002,Los Angeles County,305,2890
2002,Los Angeles County,109,800
2002,Los Angeles County,437,3214
2002,Los Angeles County,110,488
2002,Los Angeles County,748,2844
2002,Los Angeles County,37,572
2002,Los Angeles County,624,1868
2002,Los Angeles County,495,4040
2002,Los Angeles County,84,1169
2002,Los Angeles County,116,518
2002,Los Angeles County,666,2401
2002,Los Angeles County,68,690
2002,Los Angeles County,43,305
2002,Los Angeles County,34,300
2002,Los Angeles County,164,288
2002,Los Angeles County,2,14
2002,Los Angeles County,478,2485
2002,Los Angeles County,133,1503
2002,Los Angeles County,925,3182
2002,Los Angeles County,19,233
2002,Los Angeles County,338,2774
2002,Los Angeles County,156,884
2002,Los Angeles County,229,703
2002,Los Angeles County,97,673
2002,Los Angeles County,261,714
2002,Los Angeles County,115,483
2002,Los Angeles County,3626,15677
2002,Los Angeles County,51695,139297
2002,Los Angeles County,890,1680
2002,Los Angeles County,83,1030
2002,Los Angeles County,132,452
2002,Los Angeles County,140,939
2002,Los Angeles County,309,2110
2002,Los Angeles County,179,1560
2002,Los Angeles County,746,2830
2002,Los Angeles County,1155,4219
2002,Los Angeles County,4,115
2002,Los Angeles County,431,1859
2002,Los Angeles County,657,4224
2002,Los Angeles County,408,1247
2002,Los Angeles County,1348,4784
2002,Los Angeles County,199,1685
2002,Los Angeles County,0,10
2002,Los Angeles County,20,191
2002,Los Angeles County,288,1230
2002,Los Angeles County,101,785
2002,Los Angeles County,125,782
2002,Los Angeles County,186,868
2002,Los Angeles County,13,160
2002,Los Angeles County,140,1246
2002,Los Angeles County,659,4042
2002,Los Angeles County,12,145
2002,Los Angeles County,45,676
2002,Los Angeles County,155,594
2002,Los Angeles County,517,2906
2002,Los Angeles County,37,575
2002,Los Angeles County,68,460
2002,Los Angeles County,484,4057
2002,Los Angeles County,71,592
2002,Los Angeles County,53,343
2002,Los Angeles County,362,3876
2002,Los Angeles County,307,2271
2002,Los Angeles County,745,2701
2002,Los Angeles County,7,313
2002,Los Angeles County,72,500
2002,Los Angeles County,1,96
2002,Los Angeles County,3,289
2002,Los Angeles County,9,460
2002,Los Angeles County,8,271
2002,Los Angeles County,24,414
2002,Los Angeles County,1362,3761
2002,Los Angeles County,50,1433
2002,Los Angeles County,40,315
2002,Madera County,240,1460
2002,Madera County,32,408
2002,Madera County,475,2130
2002,Madera County,0,0
2002,Madera County,0,291
2002,Marin County,194,1100
2002,Marin County,0,30
2002,Marin County,5,119
2002,Marin County,6,563
2002,Marin County,25,295
2002,Marin County,73,1187
2002,Marin County,1,29
2002,Marin County,19,217
2002,Marin County,141,1742
2002,Marin County,11,188
2002,Marin County,2,102
2002,Marin County,0,0
2002,Marin County,1,53
2002,Marin County,3,9
2002,Marin County,0,99
2002,Mariposa County,80,363
2002,Mariposa County,0,20
2002,Mendocino County,286,979
2002,Mendocino County,43,224
2002,Mendocino County,154,799
2002,Mendocino County,37,225
2002,Mendocino County,1,41
2002,Mendocino County,0,0
2002,Mendocino County,1,103
2002,Merced County,504,2307
2002,Merced County,161,995
2002,Merced County,43,139
2002,Merced County,14,119
2002,Merced County,71,325
2002,Merced County,117,659
2002,Merced County,498,4582
2002,Merced County,1,0
2002,Merced County,0,32
2002,Merced County,0,574
2002,Modoc County,23,129
2002,Modoc County,9,65
2002,Modoc County,0,0
2002,Modoc County,0,7
2002,Mono County,4,104
2002,Mono County,27,500
2002,Mono County,0,1
2002,Monterey County,226,2078
2002,Monterey County,5,128
2002,Monterey County,0,35
2002,Monterey County,8,148
2002,Monterey County,80,193
2002,Monterey County,48,596
2002,Monterey County,132,1237
2002,Monterey County,28,297
2002,Monterey County,1138,5696
2002,Monterey County,5,159
2002,Monterey County,150,785
2002,Monterey County,44,279
2002,Monterey County,78,421
2002,Monterey County,0,19
2002,Monterey County,0,2
2002,Monterey County,1,78
2002,Monterey County,9,118
2002,Monterey County,1,204
2002,Napa County,33,473
2002,Napa County,16,150
2002,Napa County,258,2068
2002,Napa County,8,101
2002,Napa County,0,0
2000,Los Angeles County,2,5
2002,Napa County,17,295
2002,Napa County,0,49
2002,Napa County,0,85
2002,Nevada County,105,1013
2002,Nevada County,46,586
2002,Nevada County,19,124
2002,Nevada County,0,0
2002,Nevada County,30,393
2002,Nevada County,0,110
2002,Orange County,212,1443
2002,Orange County,1389,10809
2002,Orange County,72,1460
2002,Orange County,236,2135
2002,Orange County,270,3556
2002,Orange County,79,1011
2002,Orange County,30,302
2002,Orange County,93,1511
2002,Orange County,361,4413
2002,Orange County,792,4638
2002,Orange County,339,4046
2002,Orange County,46,646
2002,Orange County,157,1667
2002,Orange County,32,253
2002,Orange County,100,2454
2002,Orange County,277,3595
2002,Orange County,149,803
2002,Orange County,67,810
2002,Orange County,66,530
2002,Orange County,1930,10108
2002,Orange County,67,392
2002,Orange County,134,754
2002,Orange County,217,1980
2002,Orange County,7,152
2002,Orange County,347,2767
2002,Orange County,43,962
2002,Orange County,161,3463
2002,Orange County,1,214
2002,Orange County,0,0
2002,Orange County,2,60
2002,Orange County,3,48
2002,Orange County,116,1554
2002,Orange County,65,622
2002,Orange County,69,1016
2002,Orange County,55,735
2002,Orange County,127,1273
2002,Orange County,4,111
2002,Orange County,33,528
2002,Orange County,46,578
2002,Orange County,8,604
2002,Orange County,4,68
2002,Placer County,156,2126
2002,Placer County,42,333
2002,Placer County,43,451
2002,Placer County,47,1012
2002,Placer County,215,3606
2002,Placer County,1,4
2002,Placer County,3,66
2002,Placer County,0,206
2002,Plumas County,64,492
2002,Plumas County,0,0
2002,Plumas County,0,55
2002,Riverside County,2430,11896
2002,Riverside County,177,531
2002,Riverside County,52,398
2002,Riverside County,140,709
2002,Riverside County,166,999
2002,Riverside County,263,1318
2002,Riverside County,247,2547
2002,Riverside County,496,1836
2002,Riverside County,103,907
2002,Riverside County,397,3511
2002,Riverside County,237,1512
2002,Riverside County,2026,13135
2002,Riverside County,125,589
2002,Riverside County,349,4081
2002,Riverside County,4,168
2002,Riverside County,21,616
2002,Riverside County,151,2042
2002,Riverside County,4,73
2002,Riverside County,1,7
2002,Riverside County,218,1713
2002,Riverside County,237,1169
2002,Riverside County,112,1268
2002,Riverside County,1243,5659
2002,Riverside County,216,1935
2002,Riverside County,16,167
2002,Riverside County,12,144
2002,Riverside County,61,1013
2002,Riverside County,3,148
2002,Riverside County,2,350
2002,Riverside County,7,88
2008,Sacramento County,5,88
2009,Sacramento County,3,97
2010,Sacramento County,4,66
2011,Sacramento County,7,39
2012,Sacramento County,0,76
2013,Sacramento County,1,53
2014,Sacramento County,0,48
2015,Sacramento County,0,54
1985,Sacramento County,11,68
1986,Sacramento County,9,39
1987,Sacramento County,9,30
1988,Sacramento County,8,40
1989,Sacramento County,9,30
1990,Sacramento County,4,30
2002,San Benito County,50,329
2002,San Benito County,125,989
2002,San Benito County,0,0
2002,San Benito County,0,1
2002,San Benito County,0,40
2002,San Bernardino County,1109,7296
2002,San Bernardino County,174,876
2002,San Bernardino County,324,2140
2002,San Bernardino County,215,2071
2002,San Bernardino County,913,3399
2002,San Bernardino County,239,1900
2002,San Bernardino County,36,216
2002,San Bernardino County,1048,7248
2002,San Bernardino County,427,2570
2002,San Bernardino County,890,2957
2002,San Bernardino County,2484,11271
2002,San Bernardino County,319,2476
2002,San Bernardino County,301,3333
2002,San Bernardino County,107,516
2002,San Bernardino County,3,134
2002,San Bernardino County,279,3687
2002,San Bernardino County,44,358
2002,San Bernardino County,27,288
2002,San Bernardino County,47,776
2002,San Bernardino County,48,314
2002,San Bernardino County,179,1596
2002,San Bernardino County,65,471
2002,San Bernardino County,187,1892
2002,San Bernardino County,248,1993
2002,San Bernardino County,55,844
2002,San Bernardino County,3,92
2002,San Bernardino County,76,1064
2002,San Bernardino County,82,554
2002,San Bernardino County,47,294
2002,San Bernardino County,2,157
2002,San Bernardino County,1,146
2002,San Diego County,1295,8577
2002,San Diego County,210,2063
2002,San Diego County,891,6572
2002,San Diego County,23,380
2002,San Diego County,20,234
2002,San Diego County,543,4233
2002,San Diego County,608,4887
2002,San Diego County,162,674
2002,San Diego County,207,2150
2002,San Diego County,550,2186
2002,San Diego County,1116,5848
2002,San Diego County,7193,42931
2002,San Diego County,193,1279
2002,San Diego County,396,2788
2002,San Diego County,12,717
2002,San Diego County,9,328
2002,San Diego County,1,5
2002,San Diego County,0,3
2002,San Diego County,1,89
2002,San Diego County,0,31
2002,San Diego County,4,489
2002,San Diego County,0,133
2002,San Diego County,154,829
2002,San Diego County,138,1242
2002,San Diego County,97,874
2002,San Diego County,177,1420
2002,San Diego County,28,373
2002,San Francisco County,6059,36612
2002,San Francisco County,14,279
2002,San Francisco County,16,230
2002,San Francisco County,1,16
2002,San Francisco County,0,0
2002,San Francisco County,8,416
2002,San Francisco County,2,123
2002,San Joaquin County,999,4377
2002,San Joaquin County,12,287
2002,San Joaquin County,288,3005
2002,San Joaquin County,179,2391
2002,San Joaquin County,34,361
2002,San Joaquin County,3693,17421
2002,San Joaquin County,138,2399
2002,San Joaquin County,122,407
2002,San Joaquin County,9,440
2002,San Joaquin County,1,9
2002,San Joaquin County,0,1306
2002,San Luis Obispo County,156,1369
2002,San Luis Obispo County,23,388
2002,San Luis Obispo County,40,325
2002,San Luis Obispo County,24,197
2002,San Luis Obispo County,116,862
2002,San Luis Obispo County,56,372
2002,San Luis Obispo County,160,1933
2002,San Luis Obispo County,4,253
2002,San Luis Obispo County,89,833
2002,San Luis Obispo County,0,5
2002,San Luis Obispo County,1,70
2002,San Luis Obispo County,0,26
2001,Los Angeles County,0,3
2002,San Luis Obispo County,1,5
2002,San Luis Obispo County,0,53
2002,San Luis Obispo County,5,213
2002,San Mateo County,91,1762
2002,San Mateo County,23,121
2002,San Mateo County,90,463
2002,San Mateo County,4,86
2002,San Mateo County,81,929
2002,San Mateo County,15,330
2002,San Mateo County,302,1897
2002,San Mateo County,19,198
2002,San Mateo County,6,91
2002,San Mateo County,71,671
2002,San Mateo County,41,332
2002,San Mateo County,90,728
2002,San Mateo County,341,2141
2002,San Mateo County,96,1125
2002,San Mateo County,30,548
2002,San Mateo County,342,2504
2002,San Mateo County,114,1427
2002,San Mateo County,19,64
2002,San Mateo County,36,466
2002,San Mateo County,4,107
2002,San Mateo County,0,0
2002,San Mateo County,0,11
2002,San Mateo County,268,932
2002,San Mateo County,0,33
2002,Santa Barbara County,246,1724
2002,Santa Barbara County,29,91
2002,Santa Barbara County,171,1209
2002,Santa Barbara County,518,2554
2002,Santa Barbara County,281,1829
2002,Santa Barbara County,28,208
2002,Santa Barbara County,0,0
2002,Santa Barbara County,6,94
2002,Santa Barbara County,0,38
2002,Santa Barbara County,8,92
2002,Santa Barbara County,43,400
2002,Santa Barbara County,2,358
2002,Santa Barbara County,0,112
2002,Santa Clara County,284,2251
2002,Santa Clara County,79,1097
2002,Santa Clara County,78,1140
2002,Santa Clara County,314,1440
2002,Santa Clara County,21,244
2002,Santa Clara County,5,62
2002,Santa Clara County,44,561
2002,Santa Clara County,199,2030
2002,Santa Clara County,0,22
2002,Santa Clara County,76,959
2002,Santa Clara County,328,1784
2002,Santa Clara County,107,1671
2002,Santa Clara County,4134,20005
2002,Santa Clara County,311,2917
2002,Santa Clara County,23,325
2002,Santa Clara County,192,2377
2002,Santa Clara County,12,364
2002,Santa Clara County,3,127
2002,Santa Clara County,2,128
2002,Los Angeles County,1,12
2002,Santa Clara County,0,229
2002,Santa Clara County,1,4
2002,Santa Clara County,19,94
2002,Santa Clara County,0,74
2002,Santa Cruz County,228,2237
2002,Santa Cruz County,67,917
2002,Santa Cruz County,460,3109
2002,Santa Cruz County,322,1937
2002,Santa Cruz County,12,317
2002,Santa Cruz County,0,0
2002,Santa Cruz County,6,41
2002,Santa Cruz County,4,232
2002,Santa Cruz County,0,247
2002,Shasta County,359,1312
2002,Shasta County,37,361
2002,Shasta County,426,2963
2002,Shasta County,2,4
2002,Shasta County,1,204
2002,Sierra County,10,56
2002,Sierra County,0,0
2002,Sierra County,0,3
2002,Siskiyou County,19,283
2002,Siskiyou County,1,15
2002,Siskiyou County,7,44
2002,Siskiyou County,0,2
2002,Siskiyou County,1,23
2002,Siskiyou County,0,37
2002,Siskiyou County,6,81
2002,Siskiyou County,1,18
2002,Siskiyou County,18,114
2002,Siskiyou County,37,241
2002,Siskiyou County,3,22
2002,Siskiyou County,0,1
2002,Siskiyou County,1,23
2002,Solano County,90,433
2002,Solano County,46,506
2002,Solano County,96,587
2002,Solano County,578,4775
2002,Solano County,4,201
2002,Solano County,63,845
2002,Solano County,270,2212
2002,Solano County,1082,6035
2002,Solano County,1,17
2002,Solano County,0,112
2002,Sonoma County,442,2726
2002,Sonoma County,32,194
2002,Sonoma County,27,325
2002,Sonoma County,25,349
2002,Sonoma County,123,1705
2002,Sonoma County,625,5906
2002,Sonoma County,34,254
2002,Sonoma County,13,335
2002,Sonoma County,78,1529
2002,Sonoma County,2,146
2002,Sonoma County,0,0
2002,Sonoma County,3,28
2002,Sonoma County,3,67
2002,Sonoma County,2,29
2002,Sonoma County,1,85
2002,Sonoma County,58,446
2002,Sonoma County,0,439
2002,Stanislaus County,868,4642
2002,Stanislaus County,189,2281
2002,Stanislaus County,1013,11968
2002,Stanislaus County,14,166
2002,Stanislaus County,54,1124
2002,Stanislaus County,19,370
2002,Stanislaus County,26,787
2002,Stanislaus County,281,3488
2002,Stanislaus County,25,234
