Year,County,Violent_sum,Property_sum
1993,Contra Costa County,704,2368
1993,Contra Costa County,183,2628
1993,Contra Costa County,8,116
1993,Contra Costa County,108,1334
1993,Contra Costa County,20,613
1993,Contra Costa County,28,210
1993,Contra Costa County,9,122
1993,Contra Costa County,73,759
1993,Contra Costa County,5,13
1998,Contra Costa County,21,277
1993,Contra Costa County,10,678
1993,Contra Costa County,32,1029
1993,Contra Costa County,9,384
1993,Contra Costa County,1,15
1993,Contra Costa County,0,799
1993,Del Norte County,99,518
1993,Del Norte County,21,392
1993,Del Norte County,0,57
1993,El Dorado County,330,2631
1993,El Dorado County,37,548
1993,El Dorado County,144,1258
1993,El Dorado County,0,0
1993,El Dorado County,0,252
2009,Fresno County,19,210
2010,Fresno County,21,176
2011,Fresno County,12,131
2012,Fresno County,29,141
2013,Fresno County,70,49
2014,Fresno County,75,299
2015,Fresno County,53,97
1985,Fresno County,3,152
1986,Fresno County,14,170
1987,Fresno County,16,137
1988,Fresno County,18,102
1989,Fresno County,28,116
1990,Fresno County,53,157
1991,Fresno County,26,109
1992,Fresno County,34,133
1993,Fresno County,44,151
1994,Fresno County,18,154
1995,Fresno County,10,133
1996,Fresno County,11,127
1997,Fresno County,26,145
1993,Glenn County,46,368
1993,Glenn County,19,345
1993,Glenn County,7,266
1993,Glenn County,0,0
1993,Glenn County,1,18
1993,Humboldt County,286,1720
1993,Humboldt County,62,1192
1993,Humboldt County,8,34
1993,Humboldt County,298,2959
1993,Humboldt County,1,36
1993,Humboldt County,20,506
1993,Humboldt County,2,35
1993,Humboldt County,6,37
1993,Humboldt County,1,212
1993,Humboldt County,0,0
1993,Humboldt County,2,141
1993,Humboldt County,0,190
1993,Imperial County,120,1161
1993,Imperial County,217,1273
1993,Imperial County,160,1993
1993,Imperial County,6,66
1993,Imperial County,261,2792
1993,Imperial County,8,170
1993,Imperial County,38,176
1993,Imperial County,8,29
1993,Imperial County,0,0
1993,Imperial County,0,0
1993,Imperial County,0,91
1993,Inyo County,49,294
1993,Inyo County,16,188
1993,Inyo County,0,1
1993,Inyo County,0,17
1993,Kern County,2558,14337
1993,Kern County,38,363
1993,Kern County,1871,13743
1993,Kern County,208,1934
1993,Kern County,207,1008
1993,Kern County,84,660
1993,Kern County,112,457
1993,Kern County,45,160
1993,Kern County,19,70
1993,Kern County,0,1
1993,Kern County,3,36
1993,Kern County,1,37
1993,Kern County,3,72
1993,Kern County,0,34
1993,Kern County,0,207
1993,Kings County,168,694
1993,Kings County,106,321
1993,Kings County,231,1800
1993,Kings County,59,619
1993,Kings County,0,0
1993,Kings County,0,28
1993,Kings County,30,325
1993,Kings County,0,2
1993,Kings County,0,104
1993,Lake County,170,808
1993,Lake County,30,261
1993,Lake County,221,1135
1993,Lake County,0,91
1993,Lassen County,32,138
1993,Lassen County,57,378
1993,Lassen County,0,0
1993,Lassen County,0,0
1993,Lassen County,0,0
1993,Lassen County,0,25
1993,Los Angeles County,16054,29067
1993,Los Angeles County,462,3413
1993,Los Angeles County,203,2261
1993,Los Angeles County,257,752
1993,Los Angeles County,48,245
1993,Los Angeles County,285,1793
1993,Los Angeles County,442,2177
1993,Los Angeles County,311,800
1993,Los Angeles County,1144,3501
1993,Los Angeles County,560,1624
1993,Los Angeles County,24,96
1993,Los Angeles County,15,322
1993,Los Angeles County,0,96
1999,Contra Costa County,22,247
1993,Los Angeles County,33,157
1993,Los Angeles County,362,2448
1993,Los Angeles County,3,12
1993,Los Angeles County,492,4213
1993,Los Angeles County,123,1764
1993,Los Angeles County,321,1708
1993,Los Angeles County,2104,4831
1993,Los Angeles County,308,2358
1993,Los Angeles County,369,625
1993,Los Angeles County,368,2325
1993,Los Angeles County,500,3510
2010,San Luis Obispo County,60,23
1993,Los Angeles County,94,516
1993,Los Angeles County,868,3382
1993,Los Angeles County,776,3124
1993,Los Angeles County,278,1415
1993,Los Angeles County,517,3712
1993,Los Angeles County,179,706
1993,Los Angeles County,1387,4740
1993,Los Angeles County,68,1051
1993,Los Angeles County,1095,2945
1993,Los Angeles County,671,7544
1993,Los Angeles County,154,1741
1993,Los Angeles County,325,762
1993,Los Angeles County,1924,5127
1993,Los Angeles County,93,1047
1993,Los Angeles County,116,443
1993,Los Angeles County,109,506
1993,Los Angeles County,22,149
1993,Los Angeles County,137,75
1993,Los Angeles County,12,43
1993,Los Angeles County,838,3790
1993,Los Angeles County,278,2512
1993,Los Angeles County,2300,6102
1993,Los Angeles County,41,313
1993,Los Angeles County,788,4115
1993,Los Angeles County,303,1451
1993,Los Angeles County,653,1190
1993,Los Angeles County,87,1268
1993,Los Angeles County,580,1557
1993,Los Angeles County,268,631
1993,Los Angeles County,7116,28514
1993,Los Angeles County,83701,229088
1993,Los Angeles County,1926,2686
1993,Los Angeles County,114,1719
1993,Los Angeles County,238,725
1993,Los Angeles County,366,1881
1993,Los Angeles County,795,3109
1993,Los Angeles County,520,2372
1993,Los Angeles County,1189,4045
1993,Los Angeles County,1236,3637
1993,Los Angeles County,14,237
1993,Los Angeles County,1031,2786
1993,Los Angeles County,1727,7957
1993,Los Angeles County,848,1813
1993,Los Angeles County,2353,7843
1993,Los Angeles County,387,3636
1993,Los Angeles County,10,18
1993,Los Angeles County,41,242
1993,Los Angeles County,660,1976
1993,Los Angeles County,217,1116
1993,Los Angeles County,261,984
1993,Los Angeles County,314,1324
1993,Los Angeles County,27,267
1993,Los Angeles County,342,2065
1993,Los Angeles County,1445,9446
1993,Los Angeles County,16,156
1993,Los Angeles County,74,749
1993,Los Angeles County,340,901
1993,Los Angeles County,1014,3908
1993,Los Angeles County,87,860
1993,Los Angeles County,184,836
1993,Los Angeles County,862,7382
1993,Los Angeles County,100,1029
1993,Los Angeles County,161,738
1993,Los Angeles County,664,5603
1993,Los Angeles County,438,3370
1993,Los Angeles County,1147,3709
1993,Los Angeles County,9,412
1993,Los Angeles County,143,698
1993,Los Angeles County,4,176
1993,Los Angeles County,21,488
1993,Los Angeles County,12,434
1993,Los Angeles County,22,697
1993,Los Angeles County,51,353
1993,Los Angeles County,1460,4761
1993,Los Angeles County,38,1078
1993,Los Angeles County,46,362
1993,Los Angeles County,348,282
1993,Madera County,192,1829
1993,Madera County,78,390
1993,Madera County,417,2243
1993,Madera County,0,2
1993,Madera County,0,179
1993,Marin County,253,1494
1993,Marin County,4,43
1993,Marin County,45,234
1993,Marin County,21,781
1993,Marin County,38,566
1993,Marin County,188,1737
1993,Marin County,10,55
1993,Marin County,25,468
1993,Marin County,274,2763
1993,Marin County,6,361
1993,Marin County,30,140
1993,Marin County,0,0
1993,Marin County,3,46
1993,Marin County,2,44
1993,Marin County,0,102
1993,Mariposa County,218,534
1993,Mariposa County,0,34
1993,Mendocino County,338,1138
1993,Mendocino County,48,353
1993,Mendocino County,65,1022
1993,Mendocino County,53,478
1993,Mendocino County,0,0
1993,Mendocino County,6,116
1993,Merced County,222,1929
1993,Merced County,167,1245
1993,Merced County,97,277
1993,Merced County,13,160
1993,Merced County,54,273
1993,Merced County,297,1082
1993,Merced County,331,4428
1993,Merced County,1,0
1993,Merced County,1,35
1993,Merced County,0,4
1993,Merced County,0,342
1993,Modoc County,54,80
1993,Modoc County,4,74
1993,Modoc County,0,0
1993,Modoc County,0,7
1993,Mono County,19,129
1993,Mono County,26,393
1993,Mono County,0,6
1993,Monterey County,289,2981
1993,Monterey County,13,213
1993,Monterey County,9,70
1993,Monterey County,45,213
1993,Monterey County,32,309
1993,Monterey County,61,462
1993,Monterey County,262,1857
1993,Monterey County,92,635
1993,Monterey County,1469,6955
1993,Monterey County,2,73
1993,Monterey County,351,1147
1993,Monterey County,32,289
1993,Monterey County,100,823
1993,Monterey County,0,24
1993,Monterey County,0,0
1993,Monterey County,2,183
1993,Monterey County,0,195
1993,Napa County,105,785
1993,Napa County,13,124
1993,Napa County,390,2970
1993,Napa County,7,204
1993,Napa County,0,1
2011,San Luis Obispo County,60,11
1993,Napa County,25,129
1993,Napa County,10,37
1993,Napa County,0,64
1993,Nevada County,247,1750
1993,Nevada County,66,457
1993,Nevada County,16,147
1993,Nevada County,0,1
1993,Nevada County,0,96
1993,Orange County,628,4057
1993,Orange County,1950,16694
1993,Orange County,128,2052
1993,Orange County,417,4043
1993,Orange County,444,7143
1993,Orange County,149,2033
1993,Orange County,60,646
1993,Orange County,151,2752
1993,Orange County,623,7251
1993,Orange County,917,8633
1993,Orange County,877,8245
1993,Orange County,191,1425
1993,Orange County,488,2132
1993,Orange County,43,523
1993,Orange County,275,3415
1993,Orange County,556,5459
1993,Orange County,144,1330
1993,Orange County,143,1246
1993,Orange County,116,1032
1993,Orange County,3190,15881
1993,Orange County,61,843
1993,Orange County,302,2043
1993,Orange County,203,3118
1993,Orange County,14,174
1993,Orange County,398,4727
1993,Orange County,89,1277
1993,Orange County,141,4397
1993,Orange County,6,460
1993,Orange County,0,0
1993,Orange County,0,0
1993,Orange County,3,115
1993,Orange County,3,52
1993,Orange County,190,2446
1993,Orange County,173,1327
1993,Orange County,111,1040
1993,Orange County,65,1081
1993,Orange County,165,1808
1993,Orange County,4,14
1993,Orange County,13,794
1993,Orange County,0,19
1993,Orange County,25,29
1993,Placer County,377,3318
1993,Placer County,45,509
1993,Placer County,23,48
1993,Placer County,74,437
1993,Placer County,45,715
1993,Placer County,288,3110
1993,Placer County,1,5
1993,Placer County,0,0
1993,Placer County,0,261
1993,Plumas County,60,1021
1993,Plumas County,0,3
1993,Plumas County,0,109
1993,Riverside County,3522,18884
1993,Riverside County,211,1317
1993,Riverside County,146,790
1993,Riverside County,183,1007
1993,Riverside County,47,339
1993,Riverside County,302,1666
1993,Riverside County,385,3379
1993,Riverside County,377,2829
1993,Riverside County,151,1089
1993,Riverside County,504,3566
1993,Riverside County,421,1976
1993,Riverside County,3975,18172
1993,Riverside County,129,713
1993,Riverside County,485,5985
1993,Riverside County,10,191
1993,Riverside County,55,691
1993,Riverside County,198,2804
1993,Riverside County,4,11
1993,Riverside County,0,0
1993,Riverside County,7,72
1993,Riverside County,430,1896
1993,Riverside County,480,2439
1993,Riverside County,131,938
1993,Riverside County,1682,8103
1993,Riverside County,216,1676
1993,Riverside County,55,343
1993,Riverside County,34,257
1993,Riverside County,49,775
1993,Riverside County,28,569
1993,Riverside County,1,53
1993,Riverside County,7,54
1986,Sacramento County,9,385
1987,Sacramento County,10,443
1988,Sacramento County,4,370
1989,Sacramento County,5,346
1990,Sacramento County,8,334
1991,Sacramento County,2,371
1992,Sacramento County,1,409
1993,Sacramento County,6,474
1994,Sacramento County,5,502
1995,Sacramento County,7,340
1996,Sacramento County,7,321
1997,Sacramento County,13,347
1998,Sacramento County,7,549
1999,Sacramento County,8,414
2000,Sacramento County,9,412
1993,San Benito County,43,370
1993,San Benito County,203,1026
1993,San Benito County,0,0
1993,San Benito County,0,4
1993,San Benito County,0,15
1993,San Bernardino County,1680,11804
1993,San Bernardino County,209,1753
1993,San Bernardino County,619,3416
1993,San Bernardino County,454,2833
1993,San Bernardino County,1390,5049
1993,San Bernardino County,375,3133
1993,San Bernardino County,72,428
1993,San Bernardino County,1573,9211
1993,San Bernardino County,472,3211
1993,San Bernardino County,1159,3978
1993,San Bernardino County,5566,16746
1993,San Bernardino County,619,4937
1993,San Bernardino County,437,4121
1993,San Bernardino County,63,420
1993,San Bernardino County,4,300
1993,San Bernardino County,393,4998
1993,San Bernardino County,12,131
1993,San Bernardino County,0,31
1993,San Bernardino County,41,690
1993,San Bernardino County,37,657
1993,San Bernardino County,65,1091
1993,San Bernardino County,347,2021
1993,San Bernardino County,127,738
1993,San Bernardino County,235,2403
1993,San Bernardino County,352,2644
1993,San Bernardino County,130,1702
1993,San Bernardino County,4,94
1993,San Bernardino County,118,1314
1993,San Bernardino County,88,760
1993,San Bernardino County,5,70
1993,San Bernardino County,4,53
1993,San Diego County,3767,22688
1993,San Diego County,356,3193
1993,San Diego County,1083,9087
1993,San Diego County,73,911
1993,San Diego County,833,6573
1993,San Diego County,730,7546
1993,San Diego County,266,2728
1993,San Diego County,850,4301
1993,San Diego County,1499,7508
1993,San Diego County,13463,71764
1993,San Diego County,13,917
1993,San Diego County,4,390
1993,San Diego County,1,13
1993,San Diego County,0,0
1993,San Diego County,9,161
1993,San Diego County,0,26
1993,San Diego County,5,915
1993,San Diego County,2,90
1993,San Diego County,5,108
1993,San Francisco County,13365,56767
1993,San Francisco County,12,448
1993,San Francisco County,67,241
1993,San Francisco County,0,7
1993,San Francisco County,1,52
1993,San Francisco County,1,787
1993,San Francisco County,89,206
1993,San Francisco County,1,88
1993,San Joaquin County,673,5873
1993,San Joaquin County,38,145
1993,San Joaquin County,630,3307
1993,San Joaquin County,274,2972
1993,San Joaquin County,35,326
1993,San Joaquin County,3500,21349
1993,San Joaquin County,314,1990
1993,San Joaquin County,4,14
1993,San Joaquin County,0,140
1993,San Joaquin County,5,79
1993,San Joaquin County,85,725
1993,San Joaquin County,1,44
1993,San Joaquin County,0,907
1993,San Luis Obispo County,269,1688
1993,San Luis Obispo County,106,521
1993,San Luis Obispo County,56,405
1993,San Luis Obispo County,75,253
1993,San Luis Obispo County,167,830
1993,San Luis Obispo County,65,382
1993,San Luis Obispo County,239,1907
1993,San Luis Obispo County,7,452
1993,San Luis Obispo County,81,882
1993,San Luis Obispo County,0,0
1993,San Luis Obispo County,1,16
1993,San Luis Obispo County,0,116
1993,San Luis Obispo County,1,38
2012,San Luis Obispo County,125,10
1993,San Luis Obispo County,1,142
1993,San Mateo County,210,3136
1993,San Mateo County,47,203
1993,San Mateo County,42,683
1993,San Mateo County,13,126
1993,San Mateo County,76,1192
1993,San Mateo County,9,575
1993,San Mateo County,548,2938
1993,San Mateo County,57,254
1993,San Mateo County,7,117
1993,San Mateo County,179,1268
1993,San Mateo County,61,532
1993,San Mateo County,246,894
1993,San Mateo County,495,2842
1993,San Mateo County,115,1817
1993,San Mateo County,58,793
1993,San Mateo County,389,3105
1993,San Mateo County,212,2119
1993,San Mateo County,2,66
1993,San Mateo County,55,701
1993,San Mateo County,6,160
1993,San Mateo County,0,0
1993,San Mateo County,1,67
1993,San Mateo County,609,1049
1993,San Mateo County,1,11
1993,San Mateo County,0,92
1993,Santa Barbara County,453,3633
1993,Santa Barbara County,39,116
1993,Santa Barbara County,195,1864
1993,Santa Barbara County,671,4481
1993,Santa Barbara County,494,4360
1993,Santa Barbara County,66,348
1993,Santa Barbara County,0,0
1993,Santa Barbara County,20,127
1993,Santa Barbara County,1,54
1993,Santa Barbara County,11,86
1993,Santa Barbara County,2,799
1993,Santa Barbara County,0,1
1993,Santa Barbara County,3,192
1993,Santa Clara County,535,3246
1993,Santa Clara County,147,1880
1993,Santa Clara County,150,1666
1993,Santa Clara County,267,1762
1993,Santa Clara County,30,558
1993,Santa Clara County,4,83
1993,Santa Clara County,79,949
1993,Santa Clara County,184,2306
1993,Santa Clara County,7,64
1993,Santa Clara County,129,1004
1993,Santa Clara County,272,3960
1993,Santa Clara County,138,3271
1993,Santa Clara County,5317,31426
1993,Santa Clara County,459,5164
1993,Santa Clara County,52,524
1993,Santa Clara County,300,4689
1993,Santa Clara County,18,408
1993,Santa Clara County,0,4
1993,Santa Clara County,1,150
1993,Santa Clara County,0,132
2013,San Luis Obispo County,278,5
1993,Santa Clara County,0,2
1993,Santa Clara County,4,193
1993,Santa Clara County,78,90
1993,Santa Clara County,9,37
1993,Santa Clara County,0,61
1993,Santa Cruz County,605,3802
1993,Santa Cruz County,86,1213
1993,Santa Cruz County,474,3737
1993,Santa Cruz County,488,2327
1993,Santa Cruz County,28,469
1993,Santa Cruz County,2,58
1993,Santa Cruz County,0,0
1993,Santa Cruz County,12,104
1993,Santa Cruz County,6,296
1993,Santa Cruz County,3,338
1993,Shasta County,224,1717
1993,Shasta County,110,624
1993,Shasta County,463,4481
1993,Shasta County,0,1
1993,Shasta County,1,20
1993,Shasta County,0,252
1993,Sierra County,10,68
1993,Sierra County,0,0
1993,Sierra County,0,7
1993,Siskiyou County,56,613
1993,Siskiyou County,10,46
1993,Siskiyou County,5,7
1993,Siskiyou County,19,233
1993,Siskiyou County,6,119
1993,Siskiyou County,22,368
1993,Siskiyou County,9,19
1993,Siskiyou County,0,0
1993,Siskiyou County,0,33
1993,Solano County,138,620
1993,Solano County,71,999
1993,Solano County,46,606
1993,Solano County,801,4921
1993,Solano County,3,190
1993,Solano County,106,891
1993,Solano County,362,3182
1993,Solano County,1623,7655
1993,Solano County,9,25
1993,Solano County,3,5
1993,Solano County,0,91
1993,Sonoma County,628,3852
1993,Sonoma County,17,212
1993,Sonoma County,51,333
1993,Sonoma County,30,559
1993,Sonoma County,371,1847
1993,Sonoma County,632,7064
1993,Sonoma County,34,331
1993,Sonoma County,44,477
1993,Sonoma County,239,1636
1993,Sonoma County,5,133
1993,Sonoma County,2,0
1993,Sonoma County,0,31
1993,Sonoma County,2,167
1993,Sonoma County,1,26
1993,Sonoma County,3,204
1993,Sonoma County,55,602
1993,Sonoma County,5,48
1993,Sonoma County,0,563
1993,Stanislaus County,1615,5095
1993,Stanislaus County,184,2052
1993,Stanislaus County,1442,11487
1993,Stanislaus County,18,173
1993,Stanislaus County,48,714
1993,Stanislaus County,59,494
1993,Stanislaus County,96,545
1993,Stanislaus County,395,3503
1993,Stanislaus County,92,432
1993,Stanislaus County,7,86
1993,Stanislaus County,1,129
1993,Stanislaus County,0,3
1993,Stanislaus County,0,2
1993,Stanislaus County,0,5
1993,Stanislaus County,4,677
1993,Sutter County,237,1050
1993,Sutter County,210,2456
1993,Sutter County,0,0
1993,Sutter County,0,70
1993,Tehama County,138,760
1993,Tehama County,174,474
1993,Tehama County,131,950
1993,Tehama County,0,1
1993,Tehama County,1,80
1993,Trinity County,37,402
1993,Trinity County,0,0
1993,Trinity County,0,34
1993,Tulare County,731,4360
1993,Tulare County,80,677
1993,Tulare County,33,421
1993,Tulare County,38,407
1993,Tulare County,126,668
1993,Tulare County,192,2328
1993,Tulare County,335,1721
1993,Tulare County,664,5921
1993,Tulare County,20,229
1993,Tulare County,3,10
1993,Tulare County,2,57
1993,Tulare County,0,725
1993,Tuolumne County,73,1315
1993,Tuolumne County,51,342
1993,Tuolumne County,0,103
1993,Ventura County,334,1737
1993,Ventura County,154,1138
1993,Ventura County,87,338
1993,Ventura County,31,265
1993,Ventura County,1443,7188
1993,Ventura County,112,533
1993,Ventura County,223,1365
1993,Ventura County,341,2885
1993,Ventura County,395,4617
1993,Ventura County,255,2613
1993,Ventura County,0,0
1993,Ventura County,1,35
1993,Ventura County,69,442
1993,Ventura County,3,173
2014,San Luis Obispo County,277,1
1993,Ventura County,0,0
1993,Ventura County,0,2
1993,Ventura County,3,38
1993,Yolo County,155,553
1993,Yolo County,67,2947
1993,Yolo County,21,204
1993,Yolo County,247,1801
1993,Yolo County,278,2654
1993,Yolo County,0,5
1993,Yolo County,0,0
1993,Yolo County,11,1602
1993,Yolo County,2,27
1993,Yolo County,0,84
1993,Yuba County,518,2121
1993,Yuba County,163,963
1993,Yuba County,3,44
1993,Yuba County,0,0
1993,Yuba County,0,2
1993,Yuba County,0,175
1994,Alameda County,1502,4067
1994,Alameda County,469,4401
1994,Alameda County,101,656
1994,Alameda County,1394,9878
1994,Alameda County,141,1090
1994,Alameda County,1155,7391
1994,Alameda County,1496,7590
1994,Alameda County,207,2844
1994,Alameda County,247,2730
1994,Alameda County,8330,32043
1994,Alameda County,19,343
1994,Alameda County,69,2074
1994,Alameda County,569,5072
1994,Alameda County,296,2877
1994,Alameda County,7,129
1994,Alameda County,7,154
1994,Alameda County,138,1932
1994,Alameda County,0,42
1994,Alameda County,10,231
1994,Alameda County,69,743
1994,Alameda County,1,31
1994,Alameda County,0,25
1994,Alameda County,43,1416
1994,Alameda County,7,136
1994,Alameda County,1,92
1994,Alpine County,9,196
1994,Alpine County,0,6
1994,Amador County,41,428
1994,Amador County,23,29
1994,Amador County,7,181
1994,Amador County,5,94
1994,Amador County,0,0
1994,Amador County,0,32
1994,Butte County,428,3165
1994,Butte County,8,92
1994,Butte County,257,2963
1994,Butte County,33,363
1994,Butte County,104,1085
1994,Butte County,95,872
1994,Butte County,1,2
1994,Butte County,1,71
1994,Butte County,0,12
1994,Butte County,10,346
1994,Butte County,6,47
1994,Butte County,2,333
1994,Calaveras County,95,792
1994,Calaveras County,4,180
1994,Calaveras County,0,0
1994,Calaveras County,0,9
1994,Calaveras County,0,97
1994,Colusa County,17,263
1994,Colusa County,57,183
1994,Colusa County,16,111
1994,Colusa County,0,0
1994,Colusa County,0,22
1994,Contra Costa County,737,5656
1994,Contra Costa County,577,3562
1994,Contra Costa County,46,576
1994,Contra Costa County,8,179
1994,Contra Costa County,665,7787
1994,Contra Costa County,210,1570
1994,Contra Costa County,65,452
1994,Contra Costa County,147,932
1994,Contra Costa County,506,2780
1994,Contra Costa County,173,1945
1994,Contra Costa County,2083,7114
1994,Contra Costa County,682,2376
1994,Contra Costa County,163,2708
1994,Contra Costa County,6,121
1994,Contra Costa County,91,1557
1994,Contra Costa County,20,536
1994,Contra Costa County,16,252
1994,Contra Costa County,10,156
1994,Contra Costa County,64,834
1994,Contra Costa County,8,62
2000,Contra Costa County,10,237
1994,Contra Costa County,23,704
1994,Contra Costa County,51,965
1994,Contra Costa County,10,279
1994,Contra Costa County,0,17
1994,Contra Costa County,0,288
1994,Del Norte County,114,711
1994,Del Norte County,25,375
1994,Del Norte County,2,40
1994,El Dorado County,324,2789
1994,El Dorado County,59,533
1994,El Dorado County,134,1366
1994,El Dorado County,0,0
1994,El Dorado County,0,238
1998,Fresno County,22,161
1999,Fresno County,20,153
2000,Fresno County,23,153
2001,Fresno County,14,143
2002,Fresno County,16,154
2003,Fresno County,23,171
2004,Fresno County,24,217
2005,Fresno County,28,259
2006,Fresno County,21,256
2007,Fresno County,9,219
2008,Fresno County,8,163
2009,Fresno County,8,145
2010,Fresno County,25,130
2011,Fresno County,45,178
2012,Fresno County,48,213
2013,Fresno County,37,166
2014,Fresno County,49,158
2015,Fresno County,46,135
1985,Fresno County,2311,26510
1986,Fresno County,3426,29775
1994,Glenn County,67,402
1994,Glenn County,31,403
1994,Glenn County,10,283
1994,Glenn County,0,0
1994,Glenn County,0,26
1994,Humboldt County,294,2024
1994,Humboldt County,54,1127
1994,Humboldt County,11,51
1994,Humboldt County,247,4130
1994,Humboldt County,5,33
1994,Humboldt County,43,594
1994,Humboldt County,2,26
1994,Humboldt County,17,43
1994,Humboldt County,0,212
1994,Humboldt County,0,0
1994,Humboldt County,2,98
1994,Humboldt County,0,235
1994,Imperial County,232,1081
1994,Imperial County,180,1115
1994,Imperial County,206,1895
1994,Imperial County,17,55
1994,Imperial County,267,2732
1994,Imperial County,7,177
1994,Imperial County,47,201
1994,Imperial County,6,34
1994,Imperial County,0,0
1994,Imperial County,0,2
1994,Imperial County,0,92
1994,Inyo County,49,366
1994,Inyo County,23,279
1994,Inyo County,0,0
1994,Inyo County,0,13
1994,Kern County,2597,14166
1994,Kern County,28,324
1994,Kern County,1950,13796
1994,Kern County,177,2053
1994,Kern County,176,1141
1994,Kern County,101,605
1994,Kern County,100,474
1994,Kern County,31,203
1994,Kern County,4,49
1994,Kern County,3,4
1994,Kern County,7,38
1994,Kern County,3,61
1994,Kern County,3,71
1994,Kern County,1,20
1994,Kern County,1,172
1994,Kings County,167,703
1994,Kings County,84,356
1994,Kings County,323,1815
1994,Kings County,48,639
1994,Kings County,0,0
1994,Kings County,0,32
1994,Kings County,41,273
1994,Kings County,0,1
1994,Kings County,0,94
1994,Lake County,153,780
1994,Lake County,36,275
1994,Lake County,329,1332
1994,Lake County,1,102
1994,Lassen County,81,238
1994,Lassen County,54,342
1994,Lassen County,0,0
1994,Lassen County,0,0
1994,Lassen County,0,0
1994,Lassen County,3,46
1994,Los Angeles County,15078,27656
1994,Los Angeles County,471,3208
1994,Los Angeles County,177,2005
1994,Los Angeles County,264,737
1994,Los Angeles County,32,224
1994,Los Angeles County,259,1826
1994,Los Angeles County,436,2002
1994,Los Angeles County,325,752
1994,Los Angeles County,1104,3558
1994,Los Angeles County,453,1728
1994,Los Angeles County,3,224
1994,Los Angeles County,30,125
1994,Los Angeles County,13,272
1994,Los Angeles County,0,88
2001,Contra Costa County,20,253
1994,Los Angeles County,17,178
1994,Los Angeles County,274,2420
1994,Los Angeles County,2,18
1994,Los Angeles County,455,4186
1994,Los Angeles County,135,1564
1994,Los Angeles County,337,1643
1994,Los Angeles County,2027,4609
1994,Los Angeles County,244,2417
1994,Los Angeles County,374,550
1994,Los Angeles County,300,2121
1994,Los Angeles County,519,3663
2015,San Luis Obispo County,321,4
1994,Los Angeles County,95,493
1994,Los Angeles County,761,3179
1994,Los Angeles County,792,3326
1994,Los Angeles County,277,1433
1994,Los Angeles County,615,3922
1994,Los Angeles County,167,670
1994,Los Angeles County,1400,4395
1994,Los Angeles County,63,1040
1994,Los Angeles County,865,2550
1994,Los Angeles County,678,6674
1994,Los Angeles County,159,1694
1994,Los Angeles County,332,774
1994,Los Angeles County,1728,4581
1994,Los Angeles County,94,910
1994,Los Angeles County,93,541
1994,Los Angeles County,106,448
1994,Los Angeles County,15,99
1994,Los Angeles County,59,35
1994,Los Angeles County,4,37
1994,Los Angeles County,620,3130
1994,Los Angeles County,277,2340
1994,Los Angeles County,1968,5209
1994,Los Angeles County,46,297
1994,Los Angeles County,863,3972
1994,Los Angeles County,285,1379
1994,Los Angeles County,578,1074
1994,Los Angeles County,101,1075
1994,Los Angeles County,589,1310
1994,Los Angeles County,312,556
1994,Los Angeles County,6324,27290
1994,Los Angeles County,73102,205249
1994,Los Angeles County,1404,2705
1994,Los Angeles County,154,1628
1994,Los Angeles County,310,729
1994,Los Angeles County,241,1549
1994,Los Angeles County,598,2723
1994,Los Angeles County,443,2398
1994,Los Angeles County,1171,4028
1994,Los Angeles County,1332,3659
1994,Los Angeles County,14,155
1994,Los Angeles County,1076,3104
1994,Los Angeles County,1716,7488
1994,Los Angeles County,829,2137
1994,Los Angeles County,1977,6896
1994,Los Angeles County,379,3520
1994,Los Angeles County,5,27
1994,Los Angeles County,24,252
1994,Los Angeles County,565,1706
1994,Los Angeles County,185,1026
1994,Los Angeles County,278,997
1994,Los Angeles County,368,1362
1994,Los Angeles County,38,232
1994,Los Angeles County,328,2109
1994,Los Angeles County,1051,7837
1994,Los Angeles County,15,168
1994,Los Angeles County,65,854
1994,Los Angeles County,317,896
1994,Los Angeles County,901,3692
1994,Los Angeles County,121,874
1994,Los Angeles County,219,837
1994,Los Angeles County,745,7372
1994,Los Angeles County,119,930
1994,Los Angeles County,160,808
1994,Los Angeles County,656,5201
1994,Los Angeles County,444,3217
1994,Los Angeles County,1133,3389
1994,Los Angeles County,5,431
1994,Los Angeles County,107,666
1994,Los Angeles County,12,179
1994,Los Angeles County,7,260
1994,Los Angeles County,7,339
1994,Los Angeles County,11,341
1994,Los Angeles County,43,376
1994,Los Angeles County,1445,4736
1994,Los Angeles County,18,1481
1994,Los Angeles County,29,360
1994,Los Angeles County,343,415
1994,Madera County,252,1847
1994,Madera County,137,458
1994,Madera County,472,2435
1994,Madera County,0,1
1994,Madera County,0,198
1994,Marin County,227,1357
1994,Marin County,1,41
1994,Marin County,38,177
1994,Marin County,24,685
1994,Marin County,36,368
1994,Marin County,240,1846
1994,Marin County,2,35
1994,Marin County,11,296
1994,Marin County,235,2264
1994,Marin County,8,417
1994,Marin County,13,136
1994,Marin County,0,0
1994,Marin County,3,43
1994,Marin County,0,25
1994,Marin County,1,111
1994,Mariposa County,217,613
1994,Mariposa County,0,28
1994,Mendocino County,305,1142
1994,Mendocino County,56,353
1994,Mendocino County,62,912
1994,Mendocino County,45,446
1994,Mendocino County,0,0
1994,Mendocino County,2,141
1994,Merced County,209,2000
