year,geo_name,geo,soc_name,soc,num_ppl,num_ppl_moe,num_ppl_rca,avg_wage,avg_wage_moe
2014,"California","04000US06","Food service managers","119051",88898,2898.88,0.903601,44907.0,1375.04
2014,"California","04000US06","Gaming managers","119071",1717,406.33,0.858676,60471.6,9366.71
2014,"California","04000US06","Lodging managers","119081",13893,1169.59,1.08766,54684.9,3208.35
2014,"California","04000US06","Medical & health services managers","119111",62174,2341.62,0.916112,94624.0,2351.56
2014,"California","04000US06","Natural sciences managers","119121",2478,437.55,1.09143,142404.0,15059.0
2014,"California","04000US06","Property, real estate, & community association managers","119141",73609,2635.04,1.35918,62160.2,2148.02
2014,"California","04000US06","Social & community service managers","119151",36938,1714.07,0.980322,67001.6,2269.24
2014,"California","04000US06","Miscellaneous managers","119XXX",398870,5637.59,1.08182,99255.5,1032.76
2014,"California","04000US06","Software developers, applications & systems software","15113X",181407,4028.68,1.62458,112967.0,1165.1
2014,"California","04000US06","Miscellaneous mathematical science occupations, including mathematicians & statisticians","1520XX",4346,555.716,0.814983,106206.0,11443.9
2014,"California","04000US06","Biomedical & agricultural engineers","1720XX",3364,649.596,1.71112,97637.9,9141.68
2014,"California","04000US06","Petroleum, mining & geological engineers, including mining safety engineers","1721XX",2007,381.146,0.474203,114409.0,14075.4
2014,"California","04000US06","Miscellaneous engineers, including nuclear engineers","1721YY",75740,2454.84,1.43264,109519.0,1950.27
2014,"California","04000US06","Medical scientists, & life scientists, all other","1910XX",21373,1197.83,1.39574,95148.9,3661.49
2014,"California","04000US06","Miscellaneous social scientists, including survey researchers & sociologists","1930XX",7398,817.848,1.27417,56406.3,4651.46
2014,"California","04000US06","Chemical technicians","194031",5489,657.483,0.694595,47675.3,4194.47
2014,"California","04000US06","Geological & petroleum technicians, & nuclear technicians","1940XX",1053,267.729,0.467083,81482.5,11308.4
2014,"California","04000US06","Miscellaneous life, physical, & social science technicians, including social science research assistants","1940YY",21653,1602.34,1.04957,41717.9,2482.73
2014,"California","04000US06","Miscellaneous community & social service specialists, including health educators & community health workers","21109X",12711,920.596,1.14244,45911.5,2716.58
2014,"California","04000US06","Lawyers, & judges, magistrates, & other judicial workers","2310XX",110784,3053.76,1.06032,169070.0,2832.37
2014,"California","04000US06","Other education, training, & library workers","2590XX",10929,866.382,0.811971,54250.6,4896.93
2014,"California","04000US06","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX",16383,1332.44,1.54093,58492.8,3750.65
2014,"California","04000US06","Other therapists, including exercise physiologists","29112X",19326,1074.26,1.21328,46653.2,2522.06
2014,"California","04000US06","Nurse practitioners & nurse midwives","2911XX",7419,644.939,0.614074,97894.7,4327.97
2014,"California","04000US06","Healthcare support workers, all other, including medical equipment preparers","31909X",11195,969.599,0.639453,30287.4,1987.52
2014,"California","04000US06","Miscellaneous law enforcement workers","3330XX",1948,339.542,1.32765,45558.4,5874.56
2014,"California","04000US06","Lifeguards & other recreational, & all other protective service workers","33909X",14438,1055.01,0.703304,18171.8,2000.33
2014,"California","04000US06","Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX",47691,2013.89,1.21304,14615.6,592.116
2014,"California","04000US06","Janitors & building cleaners","37201X",245109,4366.24,0.895539,24276.9,346.337
2014,"California","04000US06","Embalmers & funeral attendants","3940XX",1392,358.039,0.89063,32054.5,11565.8
