year,geo_name,geo,birthplace_name,birthplace,num_over5,num_over5_moe,num_over5_rca
2015,"California","04000US06","Costa Rica","311",12643.0,1342.38,1.19451
2015,"California","04000US06","El Salvador","312",427815.0,7790.19,2.71724
2015,"California","04000US06","Guatemala","313",274680.0,7546.18,2.4943
2015,"California","04000US06","Honduras","314",65577.0,3785.64,0.971904
2015,"California","04000US06","Nicaragua","315",67745.0,3184.34,2.18835
2015,"California","04000US06","Panama","316",13760.0,1183.09,0.747023
2015,"California","04000US06","Antigua & Barbuda","321",306.0,237.015,0.114843
2015,"California","04000US06","Bahamas","323",636.0,238.953,0.145938
2015,"California","04000US06","Barbados","324",1044.0,346.145,0.161506
2015,"California","04000US06","Cuba","327",34367.0,2200.41,0.243324
2015,"California","04000US06","Dominica","328",509.0,267.004,0.138473
2015,"California","04000US06","Dominican Republic","329",6041.0,920.872,0.0490929
2015,"California","04000US06","Grenada","330",581.0,240.48,0.143357
2015,"California","04000US06","Haiti","332",4618.0,836.163,0.059412
2015,"California","04000US06","Jamaica","333",15044.0,1328.52,0.171256
2015,"California","04000US06","St. Lucia","339",534.0,231.956,0.193146
2015,"California","04000US06","St. Vincent & the Grenadines","340",489.0,220.257,0.165968
2015,"California","04000US06","Trinidad & Tobago","341",8351.0,1135.37,0.291792
2015,"California","04000US06","West Indies","343",944.0,378.754,0.245394
2015,"California","04000US06","Caribbean- Not Specified","344",1435.0,451.468,0.326998
2015,"California","04000US06","Argentina","360",33621.0,1737.08,1.53446
2015,"California","04000US06","Bolivia","361",9552.0,1396.25,0.993511
2015,"California","04000US06","Brazil","362",37262.0,1842.74,0.861801
2015,"California","04000US06","Chile","363",16097.0,1264.03,1.31323
2015,"California","04000US06","Colombia","364",43243.0,2686.23,0.501695
2015,"California","04000US06","Ecuador","365",24672.0,1904.05,0.46489
2015,"California","04000US06","Guyana","368",3782.0,655.38,0.115625
2015,"California","04000US06","Paraguay","369",2010.0,528.948,0.846437
2015,"California","04000US06","Peru","370",74404.0,4038.54,1.3775
2015,"California","04000US06","Uruguay","372",2789.0,596.154,0.476026
2015,"California","04000US06","Venezuela","373",10971.0,1229.1,0.391383
2015,"California","04000US06","South America","374",1875.0,516.471,0.974881
2015,"California","04000US06","Americas- Not Specified","399",2777.0,831.292,1.33752
2015,"California","04000US06","Algeria","400",4428.0,910.011,1.78549
2015,"California","04000US06","Cameroon","407",2257.0,650.828,0.392433
2015,"California","04000US06","Cape Verde","408",272.0,195.975,0.0561604
2015,"California","04000US06","Congo","412",450.0,284.987,0.266767
2015,"California","04000US06","Egypt","414",37880.0,2802.5,1.74306
2015,"California","04000US06","Ethiopia","416",22198.0,2221.85,0.927673
2015,"California","04000US06","Eritrea","417",5930.0,1116.21,1.40962
2015,"California","04000US06","Gambia","420",170.0,149.203,0.128409
2015,"California","04000US06","Ghana","421",5735.0,908.694,0.314636
2015,"California","04000US06","Guinea","423",126.0,128.611,0.0752947
2015,"California","04000US06","Kenya","427",12330.0,1503.31,0.82736
